,code,name,lot_size,stock_type
1220,HK.01520,時尚環球,6000,STOCK
1221,HK.01522,中國城市軌道科技,4000,STOCK
1222,HK.01523,珩灣科技,8000,STOCK
1223,HK.01526,瑞慈醫療,1000,STOCK
1224,HK.01527,天潔環境,200,STOCK
1225,HK.01528,紅星美凱龍,200,STOCK
1226,HK.01530,三生製藥,500,STOCK
1227,HK.01532,中國派對文化,3000,STOCK
1228,HK.01533,莊園牧場,500,STOCK
1229,HK.01536,煜榮集團,2000,STOCK
1230,HK.01538,中奧到家,2000,STOCK
1231,HK.01539,滙能集團,2000,STOCK
1232,HK.01543,中盈盛達融資擔保,2000,STOCK
1233,HK.01547,IBI GROUP HLDGS,8000,STOCK
1234,HK.01548,金斯瑞生物科技,2000,STOCK
1235,HK.01549,永豐集團控股,8000,STOCK
1236,HK.01555,MI能源,2000,STOCK
1237,HK.01556,建業建榮,5000,STOCK
1238,HK.01557,劍虹集團控股,4000,STOCK
1239,HK.01558,東陽光藥,200,STOCK
1240,HK.01559,均安控股,10000,STOCK
1241,HK.01560,星星地產,2000,STOCK
1242,HK.01561,萬輝化工,4000,STOCK
1243,HK.01565,成實外教育,1000,STOCK
1244,HK.01566,華夏動漫,1000,STOCK
1245,HK.01568,承達集團,2000,STOCK
1246,HK.01570,偉業控股,1000,STOCK
1247,HK.01572,中國藝術金融,4000,STOCK
1248,HK.01573,中國優質能源,2000,STOCK
1249,HK.01575,慕容控股,2000,STOCK
1250,HK.01577,匯鑫小貸,2000,STOCK
1251,HK.01578,天津銀行,500,STOCK
1252,HK.01579,頤海國際,1000,STOCK
1253,HK.01580,大森控股,5000,STOCK
1254,HK.01581,進昇集團控股,5000,STOCK
1255,HK.01583,親親食品,1000,STOCK
1256,HK.01585,雅迪控股,2000,STOCK
1257,HK.01586,中國力鴻,4000,STOCK
1258,HK.01588,暢捷通,200,STOCK
1259,HK.01589,中國物流資產,1000,STOCK
1260,HK.01591,汛和集團,20000,STOCK
1261,HK.01596,翼辰實業,1000,STOCK
1262,HK.01599,城建設計,1000,STOCK
1263,HK.01600,天倫燃氣,1500,STOCK
1264,HK.01606,國銀租賃,2000,STOCK
1265,HK.01608,偉能集團,1000,STOCK
1266,HK.01609,創建集團控股,10000,STOCK
1267,HK.01610,中糧肉食,1000,STOCK
1268,HK.01611,桐成控股,2000,STOCK
1269,HK.01612,永勝醫療,2000,STOCK
1270,HK.01613,協同通信,8000,STOCK
1271,HK.01616,銀仕來控股,2000,STOCK
1272,HK.01617,南方通信,4000,STOCK
1273,HK.01618,中國中冶,1000,STOCK
1274,HK.01619,天合化工,2000,STOCK
1275,HK.01622,力高地產,2000,STOCK
1276,HK.01623,海隆控股,1000,STOCK
1277,HK.01626,嘉耀控股,2000,STOCK
1278,HK.01627,安保工程控股,4000,STOCK
1279,HK.01628,禹洲地產,1000,STOCK
1280,HK.01629,盟科控股,4000,STOCK
1281,HK.01632,膳源控股,2000,STOCK
1282,HK.01633,上諭集團,3000,STOCK
1283,HK.01635,大眾公用,1000,STOCK
1284,HK.01636,中國金屬利用,4000,STOCK
1285,HK.01637,順興集團控股,2000,STOCK
1286,HK.01638,佳兆業集團,1000,STOCK
1287,HK.01639,安捷利實業,10000,STOCK
1288,HK.01656,億仕登控股,2000,STOCK
1289,HK.01658,郵儲銀行,1000,STOCK
1290,HK.01660,善樂國際,8000,STOCK
1291,HK.01661,智美體育,1000,STOCK
1292,HK.01662,義合控股,4000,STOCK
1293,HK.01663,漢港控股,2000,STOCK
1294,HK.01666,同仁堂科技,1000,STOCK
1295,HK.01668,華南城,2000,STOCK
1296,HK.01669,環球信貸集團,2000,STOCK
1297,HK.01673,華章科技,2000,STOCK
1298,HK.01678,中創環球,2000,STOCK
1299,HK.01680,澳門勵駿,1000,STOCK
1300,HK.01681,康臣葯業,1000,STOCK
1301,HK.01682,高銳中國物聯,4000,STOCK
1302,HK.01683,良斯集團,4000,STOCK
1303,HK.01685,博耳電力,1000,STOCK
1304,HK.01689,華禧控股,2000,STOCK
1305,HK.01698,博士蛙國際,1000,STOCK
1306,HK.01699,普甜食品,4000,STOCK
1307,HK.01700,華地國際控股,1000,STOCK
1308,HK.01708,三寶科技,1000,STOCK
1309,HK.01717,澳優,1000,STOCK
1310,HK.01718,宏基集團控股,5000,STOCK
1311,HK.01728,正通汽車,500,STOCK
1312,HK.01733,易大宗,12000,STOCK
1313,HK.01738,飛尚無煙煤,2500,STOCK
1314,HK.01766,中國中車,1000,STOCK
1315,HK.01771,新豐泰集團,1000,STOCK
1316,HK.01776,廣發証券,200,STOCK
1317,HK.01777,花樣年控股,1500,STOCK
1318,HK.01778,彩生活,1000,STOCK
1319,HK.01786,鐵建裝備,500,STOCK
1320,HK.01788,國泰君安國際,1000,STOCK
1321,HK.01798,大唐新能源,1000,STOCK
1322,HK.01799,新特能源,400,STOCK
1323,HK.01800,中國交通建設,1000,STOCK
1324,HK.01803,北京體育文化,2500,STOCK
1325,HK.01808,企展控股,2000,STOCK
1326,HK.01811,中廣核新能源,2000,STOCK
1327,HK.01812,晨鳴紙業,500,STOCK
1328,HK.01813,合景泰富,500,STOCK
1329,HK.01816,中廣核電力,1000,STOCK
1330,HK.01818,招金礦業,500,STOCK
1331,HK.01819,富貴鳥,600,STOCK
1332,HK.01822,弘達金融控股,30000,STOCK
1333,HK.01823,華昱高速,2000,STOCK
1334,HK.01828,大昌行集團,1000,STOCK
1335,HK.01829,中國機械工程,1000,STOCK
1336,HK.01830,必瘦站,4000,STOCK
1337,HK.01831,十方控股,1000,STOCK
1338,HK.01833,銀泰商業,500,STOCK
1339,HK.01836,九興控股,500,STOCK
1340,HK.01838,中國地產,1000,STOCK
1341,HK.01848,中國飛機租賃,500,STOCK
1342,HK.01856,依波路,1000,STOCK
1343,HK.01858,春立醫療,200,STOCK
1344,HK.01862,景瑞控股,1000,STOCK
1345,HK.01863,中國龍天集團,1000,STOCK
1346,HK.01866,中國心連心化肥,1000,STOCK
1347,HK.01868,同方友友,2000,STOCK
1348,HK.01878,南戈壁—S,50,STOCK
1349,HK.01880,百麗國際,1000,STOCK
1350,HK.01882,海天國際,1000,STOCK
1351,HK.01883,中信國際電訊,1000,STOCK
1352,HK.01884,EPRINT集團,4000,STOCK
1353,HK.01885,中國優材,4000,STOCK
1354,HK.01886,匯源果汁,500,STOCK
1355,HK.01888,建滔積層板,500,STOCK
1356,HK.01889,武夷藥業,2500,STOCK
1357,HK.01893,中材股份,1000,STOCK
1358,HK.01898,中煤能源,1000,STOCK
1359,HK.01899,興達國際,1000,STOCK
1360,HK.01900,中國智能交通,1000,STOCK
1361,HK.01908,建發國際集團,4000,STOCK
1362,HK.01910,新秀麗,300,STOCK
1363,HK.01913,普拉達,100,STOCK
1364,HK.01918,融創中國,1000,STOCK
1365,HK.01919,中遠海控,500,STOCK
1366,HK.01928,金沙中國有限公司,400,STOCK
1367,HK.01929,周大福,200,STOCK
1368,HK.01938,珠江鋼管,1000,STOCK
1369,HK.01958,北京汽車,500,STOCK
1370,HK.01963,重慶銀行,500,STOCK
1371,HK.01966,中駿置業,1000,STOCK
1372,HK.01970,IMAX 中國,100,STOCK
1373,HK.01972,太古地產,200,STOCK
1374,HK.01979,天寶集團,4000,STOCK
1375,HK.01980,天鴿互動,1000,STOCK
1376,HK.01982,南旋控股,2000,STOCK
1377,HK.01985,美高域,2000,STOCK
1378,HK.01986,彩客化學,500,STOCK
1379,HK.01988,民生銀行,500,STOCK
1380,HK.01989,松齡護老集團,8000,STOCK
1381,HK.01991,大洋集團,2000,STOCK
1382,HK.01993,雅仕維,500,STOCK
1383,HK.01998,飛克國際,2000,STOCK
1384,HK.01999,敏華控股,400,STOCK
1385,HK.02000,晨訊科技,2000,STOCK
1386,HK.02002,陽光紙業,500,STOCK
1387,HK.02005,石四藥集團,2000,STOCK
1388,HK.02006,錦江酒店,2000,STOCK
1389,HK.02007,碧桂園,1000,STOCK
1390,HK.02008,鳳凰衛視,2000,STOCK
1391,HK.02009,金隅股份,1000,STOCK
1392,HK.02010,瑞年國際,1000,STOCK
1393,HK.02011,開易控股,2000,STOCK
1394,HK.02012,陽光油砂,500,STOCK
1395,HK.02014,浩澤淨水,1000,STOCK
1396,HK.02016,浙商銀行,1000,STOCK
1397,HK.02018,瑞聲科技,500,STOCK
1398,HK.02020,安踏體育,1000,STOCK
1399,HK.02023,中國綠島科技,4000,STOCK
1400,HK.02028,映美控股,2000,STOCK
1401,HK.02030,卡賓,1000,STOCK
1402,HK.02031,澳至尊,5000,STOCK
1403,HK.02033,時計寶,2000,STOCK
1404,HK.02038,富智康集團,1000,STOCK
1405,HK.02039,中集集團,100,STOCK
1406,HK.02066,盛京銀行,500,STOCK
1407,HK.02068,中鋁國際,1000,STOCK
1408,HK.02078,榮陽實業,1000,STOCK
1409,HK.02080,奧克斯國際,2000,STOCK
1410,HK.02083,大自然家居,1000,STOCK
1411,HK.02086,龍傑智能卡,8000,STOCK
1412,HK.02088,西王置業,2000,STOCK
1413,HK.02098,卓爾集團,3000,STOCK
1414,HK.02099,中國黃金國際,100,STOCK
1415,HK.02100,百奧家庭互動,2000,STOCK
1416,HK.02111,超盈國際控股,2000,STOCK
1417,HK.02112,優庫資源,2000,STOCK
1418,HK.02113,東盈控股,5000,STOCK
1419,HK.02118,天山發展控股,2000,STOCK
1420,HK.02120,康寧醫院,100,STOCK
1421,HK.02121,一化控股,1000,STOCK
1422,HK.02123,金盾控股,4000,STOCK
1423,HK.02128,中國聯塑,1000,STOCK
1424,HK.02133,中國多金屬,1000,STOCK
1425,HK.02136,利福中國,500,STOCK
1426,HK.02138,香港醫思醫療集團,1000,STOCK
1427,HK.02166,芯智控股,2000,STOCK
1428,HK.02168,盈德氣體,500,STOCK
1429,HK.02178,百勤油服,1000,STOCK
1430,HK.02183,利福地產,2000,STOCK
1431,HK.02186,綠葉製藥,500,STOCK
1432,HK.02188,泰坦能源技術,2000,STOCK
1433,HK.02193,萬景控股,4000,STOCK
1434,HK.02196,復星醫藥,500,STOCK
1435,HK.02198,中國三江化工,1000,STOCK
1436,HK.02199,維珍妮,1000,STOCK
1437,HK.02200,浩沙國際,2000,STOCK
1438,HK.02202,萬科企業,100,STOCK
1439,HK.02208,金風科技,200,STOCK
1440,HK.02211,大健康國際,1000,STOCK
1441,HK.02212,高鵬礦業,20000,STOCK
1442,HK.02213,益華控股,2000,STOCK
1443,HK.02218,安德利果汁,500,STOCK
1444,HK.02221,創業集團控股,4000,STOCK
1445,HK.02222,雷士照明,1000,STOCK
1446,HK.02223,卡撒天嬌,2000,STOCK
1447,HK.02226,老恒和釀造,500,STOCK
1448,HK.02228,中國節能海東青,3000,STOCK
1449,HK.02229,長港敦信,2000,STOCK
1450,HK.02233,西部水泥,2000,STOCK
1451,HK.02236,惠生工程,1000,STOCK
1452,HK.02238,廣汽集團,2000,STOCK
1453,HK.02239,國微技術,1000,STOCK
1454,HK.02255,海昌海洋公園,1000,STOCK
1455,HK.02266,黎氏企業,2000,STOCK
1456,HK.02268,優源控股,1000,STOCK
1457,HK.02277,華融投資股份,5000,STOCK
1458,HK.02278,海藍控股,1000,STOCK
1459,HK.02280,慧聰網,2000,STOCK
1460,HK.02282,美高梅中國,400,STOCK
1461,HK.02283,東江集團控股,2000,STOCK
1462,HK.02286,辰興發展,1000,STOCK
1463,HK.02288,宏基資本,1000,STOCK
1464,HK.02289,創美藥業,500,STOCK
1465,HK.02293,百本醫護,8000,STOCK
1466,HK.02298,都市麗人,1000,STOCK
1467,HK.02299,百宏實業,2000,STOCK
1468,HK.02300,澳科控股,2000,STOCK
1469,HK.02302,中核國際,1000,STOCK
1470,HK.02303,恒興黃金,2000,STOCK
1471,HK.02307,錦興國際控股,2000,STOCK
1472,HK.02308,研祥智能,4000,STOCK
1473,HK.02309,伯明翰環球,20000,STOCK
1474,HK.02310,申基國際,2000,STOCK
1475,HK.02312,中國金融租賃,20000,STOCK
1476,HK.02313,申洲國際,1000,STOCK
1477,HK.02314,理文造紙,1000,STOCK
1478,HK.02317,味丹國際,4000,STOCK
1479,HK.02318,中國平安,500,STOCK
1480,HK.02319,蒙牛乳業,1000,STOCK
1481,HK.02320,合豐集團,2000,STOCK
1482,HK.02322,仁瑞投資,8000,STOCK
1483,HK.02323,中國港橋,2000,STOCK
1484,HK.02324,首都創投(新),20000,STOCK
1485,HK.02326,百靈達國際控股,10000,STOCK
1486,HK.02327,宇業控股,6000,STOCK
1487,HK.02328,中國財險,2000,STOCK
1488,HK.02329,國瑞置業,1000,STOCK
1489,HK.02330,中國上城,4000,STOCK
1490,HK.02331,李寧,500,STOCK
1491,HK.02333,長城汽車,500,STOCK
1492,HK.02336,海亮國際,10000,STOCK
1493,HK.02338,濰柴動力,1000,STOCK
1494,HK.02339,京西國際,2000,STOCK
1495,HK.02340,新昌管理集團,4000,STOCK
1496,HK.02341,中怡國際,2000,STOCK
1497,HK.02342,京信通信,2000,STOCK
1498,HK.02343,太平洋航運,1000,STOCK
1499,HK.02345,上海集優,2000,STOCK
1500,HK.02348,東瑞製葯,4000,STOCK
1501,HK.02349,中國城市基礎設施,4000,STOCK
1502,HK.02355,寶業集團,2000,STOCK
1503,HK.02356,大新銀行集團,400,STOCK
1504,HK.02357,中航科工,1000,STOCK
1505,HK.02358,久融控股,10000,STOCK
1506,HK.02362,金川國際,1000,STOCK
1507,HK.02366,星美文化旅遊,5000,STOCK
1508,HK.02368,鷹美,2000,STOCK
1509,HK.02369,酷派集團,4000,STOCK
1510,HK.02371,中國創聯教育,4000,STOCK
1511,HK.02378,保誠,500,STOCK
1512,HK.02379,中天國際,5000,STOCK
1513,HK.02380,中國電力,1000,STOCK
1514,HK.02382,舜宇光學科技,1000,STOCK
1515,HK.02383,TOM集團,2000,STOCK
1516,HK.02386,中石化煉化工程,500,STOCK
1517,HK.02388,中銀香港,500,STOCK
1518,HK.02389,北控醫療健康,6000,STOCK
1519,HK.02393,巨星醫療控股,2500,STOCK
1520,HK.02398,友佳國際,2000,STOCK
1521,HK.02399,虎都,1000,STOCK
1522,HK.02468,創益太陽能,1000,STOCK
1523,HK.02488,元征科技,500,STOCK
1524,HK.02588,中銀航空租賃,100,STOCK
1525,HK.02600,中國鋁業,2000,STOCK
1526,HK.02601,中國太保,200,STOCK
1527,HK.02607,上海醫藥,100,STOCK
1528,HK.02608,陽光100中國,1000,STOCK
1529,HK.02623,愛德新能源,2000,STOCK
1530,HK.02628,中國人壽,1000,STOCK
1531,HK.02633,雅各臣科研製藥,2000,STOCK
1532,HK.02638,港燈—SS,500,STOCK
1533,HK.02662,承興國際控股,2000,STOCK
1534,HK.02666,環球醫療,500,STOCK
1535,HK.02668,百德國際,10000,STOCK
1536,HK.02669,中海物業,5000,STOCK
1537,HK.02678,天虹紡織,500,STOCK
1538,HK.02686,亞美能源,1000,STOCK
1539,HK.02688,新奧能源,2000,STOCK
1540,HK.02689,玖龍紙業,1000,STOCK
1541,HK.02698,魏橋紡織,500,STOCK
1542,HK.02699,新明中國,2000,STOCK
1543,HK.02700,格林國際控股,20000,STOCK
1544,HK.02722,重慶機電,2000,STOCK
1545,HK.02727,上海電氣,2000,STOCK
1546,HK.02728,裕華能源,4000,STOCK
1547,HK.02738,華津國際控股,2000,STOCK
1548,HK.02768,佳源國際控股,2000,STOCK
1549,HK.02777,富力地產,400,STOCK
1550,HK.02788,精熙國際,2000,STOCK
1551,HK.02789,遠大中國,2000,STOCK
1552,HK.02799,中國華融,1000,STOCK
1553,HK.02866,中遠海發,1000,STOCK
1554,HK.02868,首創置業,2000,STOCK
1555,HK.02869,綠城服務,2000,STOCK
1556,HK.02877,神威藥業,1000,STOCK
1557,HK.02878,晶門科技,2000,STOCK
1558,HK.02880,大連港,2000,STOCK
1559,HK.02882,香港資源控股,4000,STOCK
1560,HK.02883,中海油田服務,2000,STOCK
1561,HK.02886,濱海投資,2000,STOCK
1562,HK.02888,渣打集團,50,STOCK
1563,HK.02889,鎳資源國際,2000,STOCK
1564,HK.02898,龍潤茶,10000,STOCK
1565,HK.02899,紫金礦業,2000,STOCK
1566,HK.02918,京西國際(舊),400,STOCK
1567,HK.02920,中芯國際(舊),100,STOCK
1568,HK.02924,宏安地產(舊),40000,STOCK
1569,HK.02925,亨泰股權,5000,STOCK
1570,HK.02926,冠華國際控股股權,2000,STOCK
1571,HK.02927,金誠控股(舊),40000,STOCK
1572,HK.02928,中國新經濟股權,20000,STOCK
1573,HK.02929,IDG能源一萬,10000,STOCK
1574,HK.02930,惠生國際股權,4000,STOCK
1575,HK.02931,威華達控股股權,3000,STOCK
1576,HK.02932,華融金控股權,1000,STOCK
1577,HK.02933,民信金控股權,20000,STOCK
1578,HK.02934,TCL多媒體二千,2000,STOCK
1579,HK.02935,自動系統股權,2000,STOCK
1580,HK.02936,首都創投(舊),4000,STOCK
1581,HK.02937,新銳醫藥股權,8000,STOCK
1582,HK.02938,野馬國際股權,4000,STOCK
1583,HK.02939,易易壹金融,2000,STOCK
1584,HK.02940,安捷利實業股權,10000,STOCK
1585,HK.02941,首都創投股權,20000,STOCK
1586,HK.02942,標準資源控股,25000,STOCK
1587,HK.02943,首控集團,10000,STOCK
1588,HK.03300,中國玻璃,2000,STOCK
1589,HK.03301,融信中國,500,STOCK
1590,HK.03303,巨濤海洋石油服務,2000,STOCK
1591,HK.03306,江南布衣,500,STOCK
1592,HK.03308,金鷹商貿集團,1000,STOCK
1593,HK.03311,中國建築國際,2000,STOCK
1594,HK.03313,雅高控股,1000,STOCK
1595,HK.03315,金邦達寶嘉,1000,STOCK
1596,HK.03318,中國香精香料,2000,STOCK
1597,HK.03320,華潤醫藥,500,STOCK
1598,HK.03322,永嘉集團,2000,STOCK
1599,HK.03323,中國建材,2000,STOCK
1600,HK.03326,保發集團,3000,STOCK
1601,HK.03328,交通銀行,1000,STOCK
1602,HK.03330,靈寶黃金,2000,STOCK
1603,HK.03331,維達國際,1000,STOCK
1604,HK.03332,中生聯合,2000,STOCK
1605,HK.03333,中國恒大,1000,STOCK
1606,HK.03335,DBA電訊,4000,STOCK
1607,HK.03336,巨騰國際,2000,STOCK
1608,HK.03337,安東油田服務,2000,STOCK
1609,HK.03339,中國龍工,1000,STOCK
1610,HK.03344,互益集團,2000,STOCK
1611,HK.03355,先進半導體,2000,STOCK
1612,HK.03360,遠東宏信,1000,STOCK
1613,HK.03363,正業國際,2000,STOCK
1614,HK.03366,華僑城(亞洲),2000,STOCK
1615,HK.03368,百盛集團,500,STOCK
1616,HK.03369,秦港股份,500,STOCK
1617,HK.03377,遠洋集團,500,STOCK
1618,HK.03378,廈門港務,2000,STOCK
1619,HK.03380,龍光地產,2000,STOCK
1620,HK.03382,天津港發展,2000,STOCK
1621,HK.03383,雅居樂集團,2000,STOCK
1622,HK.03389,亨得利,4000,STOCK
1623,HK.03393,威勝集團,2000,STOCK
1624,HK.03395,PERSTA,1000,STOCK
1625,HK.03396,聯想控股,100,STOCK
1626,HK.03398,華鼎控股,2000,STOCK
1627,HK.03399,粵運交通,1000,STOCK
1628,HK.03600,現代牙科,1000,STOCK
1629,HK.03606,福耀玻璃,400,STOCK
1630,HK.03608,永盛新材料,2500,STOCK
1631,HK.03618,重慶農村商業銀行,1000,STOCK
1632,HK.03623,集成金融,2000,STOCK
1633,HK.03626,HSSP INTL,2000,STOCK
1634,HK.03628,仁恒實業控股,4000,STOCK
1635,HK.03633,中裕燃氣,2000,STOCK
1636,HK.03636,保利文化,100,STOCK
1637,HK.03638,晶芯科技控股,12000,STOCK
1638,HK.03639,億達中國,2000,STOCK
1639,HK.03663,協眾國際控股,4000,STOCK
1640,HK.03666,小南國,2000,STOCK
1641,HK.03668,中鋁礦業國際,2000,STOCK
1642,HK.03669,永達汽車,500,STOCK
1643,HK.03678,弘業期貨,1000,STOCK
1644,HK.03683,榮豐聯合控股,2500,STOCK
1645,HK.03686,祈福生活服務,10000,STOCK
1646,HK.03688,萊蒙國際,500,STOCK
1647,HK.03689,康華醫療,200,STOCK
1648,HK.03698,徽商銀行,1000,STOCK
1649,HK.03708,日成控股,5000,STOCK
1650,HK.03709,珂萊蒂爾,1000,STOCK
1651,HK.03737,中智藥業,1000,STOCK
1652,HK.03773,年年卡,2000,STOCK
1653,HK.03777,中國光纖,2000,STOCK
1654,HK.03778,中國織材控股,4000,STOCK
1655,HK.03788,中國罕王,1000,STOCK
1656,HK.03789,御佳控股,4000,STOCK
1657,HK.03799,達利食品,500,STOCK
1658,HK.03800,保利協鑫能源,1000,STOCK
1659,HK.03808,中國重汽,500,STOCK
1660,HK.03813,寶勝國際,1000,STOCK
1661,HK.03816,KFM金德,4000,STOCK
1662,HK.03818,中國動向,1000,STOCK
1663,HK.03822,三和建築集團,4000,STOCK
1664,HK.03823,德普科技,2000,STOCK
1665,HK.03828,明輝國際,1000,STOCK
1666,HK.03833,新疆新鑫礦業,1000,STOCK
1667,HK.03836,和諧汽車,500,STOCK
1668,HK.03838,中國澱粉,5000,STOCK
1669,HK.03839,正大企業國際,500,STOCK
1670,HK.03866,青島銀行,500,STOCK
1671,HK.03868,群星紙業,1000,STOCK
1672,HK.03882,天彩控股,1000,STOCK
1673,HK.03883,中國奧園,1000,STOCK
1674,HK.03886,康健國際醫療,2000,STOCK
1675,HK.03888,金山軟件,1000,STOCK
1676,HK.03889,大成糖業,2000,STOCK
1677,HK.03893,易緯集團,20000,STOCK
1678,HK.03898,中車時代電氣,500,STOCK
1679,HK.03899,中集安瑞科,2000,STOCK
1680,HK.03900,綠城中國,500,STOCK
1681,HK.03903,瀚華金控,2000,STOCK
1682,HK.03908,中金公司,400,STOCK
1683,HK.03918,金界控股,2000,STOCK
1684,HK.03933,聯邦制藥,2000,STOCK
1685,HK.03939,萬國國際礦業,2000,STOCK
1686,HK.03948,伊泰煤炭,100,STOCK
1687,HK.03958,東方證券,400,STOCK
1688,HK.03963,融眾金融,1000,STOCK
1689,HK.03966,中國寶豐國際,2000,STOCK
1690,HK.03968,招商銀行,500,STOCK
1691,HK.03969,中國通號,1000,STOCK
1692,HK.03983,中海石油化學,2000,STOCK
1693,HK.03988,中國銀行,1000,STOCK
1694,HK.03989,首創環境,2000,STOCK
1695,HK.03993,洛陽鉬業,3000,STOCK
1696,HK.03996,中國能源建設,2000,STOCK
1697,HK.03998,波司登,2000,STOCK
1698,HK.03999,大成食品,1000,STOCK
1699,HK.04601,BOC 2014 PREF,20000,STOCK
1700,HK.04603,ICBC USDPREF1,10000,STOCK
1701,HK.04604,ICBC EURPREF1,10000,STOCK
1702,HK.04605,BOCOM 15USDPREF,10000,STOCK
1703,HK.04606,CCB 15USDPREF,10000,STOCK
1704,HK.04607,CINDA 16USDPREF,10000,STOCK
1705,HK.04608,HSBNK 16USDPREF,10000,STOCK
1706,HK.04609,CMBC 16USDPREF,10000,STOCK
1707,HK.06030,中信証券,500,STOCK
1708,HK.06066,中信建投証券,500,STOCK
1709,HK.06068,睿見教育,2000,STOCK
1710,HK.06099,招商證券,200,STOCK
1711,HK.06108,新銳醫藥,8000,STOCK
1712,HK.06116,拉夏貝爾,200,STOCK
1713,HK.06118,奧星生命科技,1000,STOCK
1714,HK.06122,九台農商銀行,1000,STOCK
1715,HK.06123,先達國際物流,2000,STOCK
1716,HK.06128,泛亞國際,2000,STOCK
1717,HK.06133,維太移動,1000,STOCK
1718,HK.06136,康達環保,1000,STOCK
1719,HK.06138,哈爾濱銀行,1000,STOCK
1720,HK.06139,金茂酒店—SS,500,STOCK
1721,HK.06161,泰加保險,2000,STOCK
1722,HK.06163,彭順國際,2000,STOCK
1723,HK.06166,中國宏泰發展,1000,STOCK
1724,HK.06168,中國優通,5000,STOCK
1725,HK.06169,宇華教育,2000,STOCK
1726,HK.06178,光大證券,200,STOCK
1727,HK.06183,中國綠寶,1000,STOCK
1728,HK.06188,迪信通,500,STOCK
1729,HK.06189,愛得威建設集團,500,STOCK
1730,HK.06196,鄭州銀行,1000,STOCK
1731,HK.06198,青島港,1000,STOCK
1732,HK.06288,迅銷,300,STOCK
1733,HK.06388,COACH,100,STOCK
1734,HK.06808,高鑫零售,500,STOCK
1735,HK.06816,PROSPER CONS,2000,STOCK
1736,HK.06818,中國光大銀行,1000,STOCK
1737,HK.06822,科勁國際,4000,STOCK
1738,HK.06823,香港電訊—SS,1000,STOCK
1739,HK.06826,昊海生物科技,100,STOCK
1740,HK.06828,北京燃氣藍天,8000,STOCK
1741,HK.06830,華眾車載,2000,STOCK
1742,HK.06833,興科蓉醫藥,4000,STOCK
1743,HK.06836,天韻國際控股,2000,STOCK
1744,HK.06837,海通證券,400,STOCK
1745,HK.06838,盈利時,2000,STOCK
1746,HK.06839,雲南水務,1000,STOCK
1747,HK.06858,本間高爾夫,500,STOCK
1748,HK.06863,輝山乳業,1000,STOCK
1749,HK.06865,福萊特玻璃,1000,STOCK
1750,HK.06866,佐力小貸,2000,STOCK
1751,HK.06868,天福,1000,STOCK
1752,HK.06869,長飛光纖光纜,500,STOCK
1753,HK.06878,鼎豐集團控股,2000,STOCK
1754,HK.06880,騰邦控股,2000,STOCK
1755,HK.06881,中國銀河,500,STOCK
1756,HK.06882,東瀛遊,2000,STOCK
1757,HK.06886,華泰證券,200,STOCK
1758,HK.06888,英達公路再生科技,1000,STOCK
1759,HK.06889,Dynam,200,STOCK
1760,HK.06893,衍生集團,2000,STOCK
1761,HK.06896,金嗓子,500,STOCK
1762,HK.06898,中國鋁罐,2000,STOCK
1763,HK.06899,聯眾,1000,STOCK
1764,HK.07200,FL二南方恆指,0,STOCK
1765,HK.07288,FL二南方國指,0,STOCK
1766,HK.07300,FI南方恆指,0,STOCK
1767,HK.07388,FI南方國指,0,STOCK
1768,HK.44002,,0,STOCK
1769,HK.44003,,0,STOCK
1770,HK.44006,,0,STOCK
1771,HK.80737,合和公路基建—R,500,STOCK
1772,HK.84602,ICBC CNHPREF1-R,10000,STOCK
1773,HK.03869,弘和仁愛醫療,200,STOCK
1774,HK.08001,東方匯財證券,4000,STOCK
1775,HK.08003,世大控股,2000,STOCK
1776,HK.08005,裕興科技,2000,STOCK
1777,HK.08006,華泰瑞銀,10000,STOCK
1778,HK.08007,環球戰略集團,10000,STOCK
1779,HK.08008,新意網集團,1000,STOCK
1780,HK.08009,華夏能源控股,20000,STOCK
1781,HK.08011,百田石油,20000,STOCK
1782,HK.08012,環宇物流(亞洲),8000,STOCK
1783,HK.08013,ECI TECH,20000,STOCK
1784,HK.08016,長虹佳華,2000,STOCK
1785,HK.08018,匯財金融投資,10000,STOCK
1786,HK.08019,皓文控股,20000,STOCK
1787,HK.08020,宏海控股集團,10000,STOCK
1788,HK.08021,匯隆控股,10000,STOCK
1789,HK.08022,永耀集團控股,3000,STOCK
1790,HK.08023,鄺文記,6000,STOCK
1791,HK.08025,亞洲資產,2000,STOCK
1792,HK.08026,長達健康,1000,STOCK
1793,HK.08027,吉輝控股,5000,STOCK
1794,HK.08028,天時軟件,20000,STOCK
1795,HK.08029,太陽國際,5000,STOCK
1796,HK.08030,匯聯金融服務,5000,STOCK
1797,HK.08031,易通訊集團,2000,STOCK
1798,HK.08032,非凡中國,8000,STOCK
1799,HK.08033,愛達利網絡,2000,STOCK
1800,HK.08035,駿高控股,10000,STOCK
1801,HK.08037,銳康藥業,20000,STOCK
1802,HK.08038,金力集團,2000,STOCK
1803,HK.08039,KNK HOLDINGS,8000,STOCK
1804,HK.08041,薈萃國際(控股),20000,STOCK
1805,HK.08045,南大蘇富特,6000,STOCK
1806,HK.08046,恒芯中國,4000,STOCK
1807,HK.08047,中國海洋捕撈,4000,STOCK
1808,HK.08048,御德國際控股,2000,STOCK
1809,HK.08049,吉林長龍藥業,4000,STOCK
1810,HK.08050,雲博產業,2000,STOCK
