,code,name,lot_size,stock_type,stock_child_type,owner_stock_code
0,HK.01350,香港资源一八零一.C,4000,WARRANT,N/A,HK.02882
1,HK.01437,美丽华酒店一八.C,1000,WARRANT,N/A,HK.00071
2,HK.01457,卓能集团一七零四.C,5000,WARRANT,N/A,HK.00131
3,HK.01479,东胜中国一七零五.C,10000,WARRANT,N/A,HK.00265
4,HK.01482,.C,20000,WARRANT,N/A,
5,HK.01537,新沣集团一九零七.C,10000,WARRANT,N/A,HK.01223
6,HK.01562,华耐控股一七零七.C,4000,WARRANT,N/A,HK.01020
7,HK.10412,日经瑞银七六购A.C,10000,WARRANT,CALL,
8,HK.10416,期油法巴七五购A.C,10000,WARRANT,CALL,HK.100100
9,HK.10417,期油法巴七五沽B.P,10000,WARRANT,PUT,HK.100100
10,HK.10418,日经法兴七六购A.C,10000,WARRANT,CALL,
11,HK.10419,日经法兴七九购A.C,10000,WARRANT,CALL,
12,HK.10420,日经法兴七六沽B.P,10000,WARRANT,PUT,
13,HK.10421,英美法巴七六购A.C,10000,WARRANT,CALL,
14,HK.10422,日经法兴七九购B.C,10000,WARRANT,CALL,
15,HK.10423,日经法兴七乙购A.C,10000,WARRANT,CALL,
16,HK.10424,日经法兴七九购C.C,10000,WARRANT,CALL,
17,HK.10425,日经法兴七乙购B.C,10000,WARRANT,CALL,
18,HK.10426,日经法兴七乙沽C.P,10000,WARRANT,PUT,
19,HK.10427,日经法兴七九沽D.P,10000,WARRANT,PUT,
20,HK.10428,美日法巴七六购A.C,10000,WARRANT,CALL,HK.100701
21,HK.10429,美日法巴七六沽B.P,10000,WARRANT,PUT,HK.100701
22,HK.10430,欧美法巴七六购A.C,10000,WARRANT,CALL,HK.100702
23,HK.10431,黄金法巴七乙购A.C,10000,WARRANT,CALL,HK.100000
24,HK.10432,黄金法巴七乙沽B.P,10000,WARRANT,PUT,HK.100000
25,HK.10433,日经摩通七十购A.C,10000,WARRANT,CALL,
26,HK.10434,日经摩通七甲沽A.P,10000,WARRANT,PUT,
27,HK.10435,日经瑞银七九购A.C,10000,WARRANT,CALL,
28,HK.10436,日经瑞银七九购B.C,10000,WARRANT,CALL,
29,HK.10437,日经瑞银七乙购A.C,10000,WARRANT,CALL,
30,HK.10438,日经瑞银七九购C.C,10000,WARRANT,CALL,
31,HK.10439,日经瑞银七乙沽B.P,10000,WARRANT,PUT,
32,HK.10440,日经瑞银七九沽D.P,10000,WARRANT,PUT,
33,HK.10441,日经瑞银七九沽E.P,10000,WARRANT,PUT,
34,HK.10442,黄金法巴七九购A.C,10000,WARRANT,CALL,HK.100000
35,HK.10443,黄金法巴七九沽B.P,10000,WARRANT,PUT,HK.100000
36,HK.10444,美日法巴七九购A.C,10000,WARRANT,CALL,HK.100701
37,HK.10445,美日法巴七九沽B.P,10000,WARRANT,PUT,HK.100701
38,HK.10446,欧美法巴七六沽B.P,10000,WARRANT,PUT,HK.100702
39,HK.10447,英美法巴七九沽A.P,10000,WARRANT,PUT,
40,HK.10448,日经摩通七九购A.C,10000,WARRANT,CALL,
41,HK.10449,日经摩通七九沽B.P,10000,WARRANT,PUT,
42,HK.10450,日经摩通七乙购A.C,10000,WARRANT,CALL,
43,HK.10451,日经摩通七乙沽B.P,10000,WARRANT,PUT,
44,HK.10452,澳美法巴七乙购A.C,10000,WARRANT,CALL,HK.100703
45,HK.10453,澳美法巴七乙沽B.P,10000,WARRANT,PUT,HK.100703
46,HK.10454,英美法巴七乙购A.C,10000,WARRANT,CALL,
47,HK.10455,欧美法巴七乙购A.C,10000,WARRANT,CALL,HK.100702
48,HK.10456,欧美法巴七乙沽B.P,10000,WARRANT,PUT,HK.100702
49,HK.10457,期油法巴八五购A.C,10000,WARRANT,CALL,HK.100100
50,HK.10458,期油法巴八五沽B.P,10000,WARRANT,PUT,HK.100100
51,HK.11001,航信麦银七五购A.C,10000,WARRANT,CALL,HK.00696
52,HK.11003,腾讯中银七六购B.C,10000,WARRANT,CALL,HK.00700
53,HK.11007,腾讯中银七七购A.C,10000,WARRANT,CALL,HK.00700
54,HK.11017,中寿高盛七七购A.C,10000,WARRANT,CALL,HK.02628
55,HK.11021,港交法巴七六沽C.P,10000,WARRANT,PUT,HK.00388
56,HK.11023,国信麦银七五购A.C,2000,WARRANT,CALL,HK.00728
57,HK.11027,腾讯法兴七八购A.C,10000,WARRANT,CALL,HK.00700
58,HK.11035,海通瑞信七五购A.C,4000,WARRANT,CALL,HK.06837
59,HK.11039,招行高盛七六购A.C,5000,WARRANT,CALL,HK.03968
60,HK.11041,神华高盛七九购A.C,5000,WARRANT,CALL,HK.01088
61,HK.11042,港交麦银七十购F.C,1000,WARRANT,CALL,HK.00388
62,HK.11044,港交海通九三沽A.P,10000,WARRANT,PUT,HK.00388
63,HK.11045,上电海通八二购A.C,2000,WARRANT,CALL,HK.02727
64,HK.11046,港交高盛七四购A.C,1000,WARRANT,CALL,HK.00388
65,HK.11048,腾讯法兴七十购A.C,10000,WARRANT,CALL,HK.00700
66,HK.11049,中行高盛七五购A.C,1000,WARRANT,CALL,HK.03988
67,HK.11051,神码麦银八乙购A.C,10000,WARRANT,CALL,HK.00861
68,HK.11059,中行海通八八购A.C,1000,WARRANT,CALL,HK.03988
69,HK.11063,利丰法兴七甲购A.C,2000,WARRANT,CALL,HK.00494
70,HK.11064,中兴法兴七九购A.C,2000,WARRANT,CALL,HK.00763
71,HK.11067,国泰瑞信七十购A.C,1000,WARRANT,CALL,HK.00293
72,HK.11068,江铜法巴八一购A.C,10000,WARRANT,CALL,HK.00358
73,HK.11071,国信法巴八二购A.C,2000,WARRANT,CALL,HK.00728
74,HK.11074,电能麦银七五购A.C,5000,WARRANT,CALL,HK.00006
75,HK.11075,海油高盛七七购B.C,1000,WARRANT,CALL,HK.00883
76,HK.11087,中寿摩通七七购A.C,10000,WARRANT,CALL,HK.02628
77,HK.11088,国信摩通七甲购A.C,2000,WARRANT,CALL,HK.00728
78,HK.11096,华地摩通七七购A.C,20000,WARRANT,CALL,HK.01109
79,HK.11098,恒大摩通七九购A.C,1000,WARRANT,CALL,HK.03333
80,HK.11099,中企摩通七六沽B.P,10000,WARRANT,PUT,HK.800100
81,HK.11102,中油摩通七十购A.C,2000,WARRANT,CALL,HK.00857
82,HK.11108,恒指摩通七十沽C.P,10000,WARRANT,PUT,HK.800000
83,HK.11112,人保法兴七十购A.C,1000,WARRANT,CALL,HK.01339
84,HK.11115,恒指高盛七九购C.C,10000,WARRANT,CALL,HK.800000
85,HK.11116,腾讯瑞信七七购A.C,10000,WARRANT,CALL,HK.00700
86,HK.11129,海油海通七七购A.C,1000,WARRANT,CALL,HK.00883
87,HK.11130,招行麦银八八购A.C,5000,WARRANT,CALL,HK.03968
88,HK.11134,中科麦银八五购A.C,10000,WARRANT,CALL,HK.02357
89,HK.11141,海油海通七九购A.C,1000,WARRANT,CALL,HK.00883
90,HK.11144,恒指法兴七五购A.C,10000,WARRANT,CALL,HK.800000
91,HK.11154,腾讯高盛七九购A.C,10000,WARRANT,CALL,HK.00700
92,HK.11157,腾讯高盛七七购A.C,10000,WARRANT,CALL,HK.00700
93,HK.11160,华能海通七九购A.C,2000,WARRANT,CALL,HK.00902
94,HK.11162,利丰海通七乙购B.C,2000,WARRANT,CALL,HK.00494
95,HK.11163,联想海通七七购A.C,2000,WARRANT,CALL,HK.00992
96,HK.11166,安踏麦银七五购A.C,10000,WARRANT,CALL,HK.02020
97,HK.11167,舜光海通七九购A.C,10000,WARRANT,CALL,HK.02382
98,HK.11186,渣打法兴八八购A.C,5000,WARRANT,CALL,HK.02888
99,HK.11188,吉利法兴七八购C.C,5000,WARRANT,CALL,HK.00175
100,HK.11193,吉利法兴七九购C.C,5000,WARRANT,CALL,HK.00175
101,HK.11196,金软法兴七甲购A.C,10000,WARRANT,CALL,HK.03888
102,HK.11197,越秀瑞信八二购A.C,2000,WARRANT,CALL,HK.00123
103,HK.11211,恒大瑞银七九购A.C,1000,WARRANT,CALL,HK.03333
104,HK.11217,中移麦银七五沽A.P,5000,WARRANT,PUT,HK.00941
105,HK.11227,腾讯汇丰七七购A.C,10000,WARRANT,CALL,HK.00700
106,HK.11228,邮银摩通七十购A.C,1000,WARRANT,CALL,HK.01658
107,HK.11229,海油法兴七十购A.C,1000,WARRANT,CALL,HK.00883
108,HK.11234,工行高盛七八购A.C,1000,WARRANT,CALL,HK.01398
109,HK.11241,国信高盛七九购A.C,2000,WARRANT,CALL,HK.00728
110,HK.11242,海油瑞信七七购B.C,1000,WARRANT,CALL,HK.00883
111,HK.11244,恒指摩通七十购D.C,10000,WARRANT,CALL,HK.800000
112,HK.11249,长和法巴八四购A.C,5000,WARRANT,CALL,HK.00001
113,HK.11251,中车法巴八乙购A.C,1000,WARRANT,CALL,HK.01766
114,HK.11252,南中法巴八十购A.C,2000,WARRANT,CALL,HK.02822
115,HK.11253,A中法巴八十购A.C,1000,WARRANT,CALL,HK.02823
116,HK.11254,海油摩通七十购A.C,1000,WARRANT,CALL,HK.00883
117,HK.11259,中证摩通七乙购A.C,5000,WARRANT,CALL,HK.06030
118,HK.11263,国泰摩通七乙购A.C,10000,WARRANT,CALL,HK.00293
119,HK.11265,中燃摩通七甲购A.C,20000,WARRANT,CALL,HK.00384
120,HK.11266,人保摩通七乙购A.C,1000,WARRANT,CALL,HK.01339
121,HK.11268,中油瑞银七八购A.C,2000,WARRANT,CALL,HK.00857
122,HK.11269,海油中银七甲沽A.P,10000,WARRANT,PUT,HK.00883
123,HK.11270,国材瑞银七八购B.C,2000,WARRANT,CALL,HK.03323
124,HK.11271,复星高盛七八购A.C,5000,WARRANT,CALL,HK.00656
125,HK.11279,华晨麦银七乙购A.C,20000,WARRANT,CALL,HK.01114
126,HK.11281,六福麦银七五购A.C,10000,WARRANT,CALL,HK.00590
127,HK.11283,恒指高盛七九沽D.P,10000,WARRANT,PUT,HK.800000
128,HK.11290,联想麦银七甲购A.C,2000,WARRANT,CALL,HK.00992
129,HK.11294,长和高盛七六购A.C,50000,WARRANT,CALL,HK.00001
130,HK.11297,建行中银七八购B.C,1000,WARRANT,CALL,HK.00939
131,HK.11298,金沙高盛七七购A.C,4000,WARRANT,CALL,HK.01928
132,HK.11303,港交高盛七乙购B.C,10000,WARRANT,CALL,HK.00388
133,HK.11304,中寿高盛七九购D.C,10000,WARRANT,CALL,HK.02628
134,HK.11310,友邦高盛七九购B.C,2000,WARRANT,CALL,HK.01299
135,HK.11319,长地麦银七五购A.C,5000,WARRANT,CALL,HK.01113
136,HK.11322,渣打法兴七十购A.C,500,WARRANT,CALL,HK.02888
137,HK.11324,九仓麦银八二购A.C,10000,WARRANT,CALL,HK.00004
138,HK.11325,中交高盛七七购A.C,10000,WARRANT,CALL,HK.01800
139,HK.11326,中化瑞银七七购A.C,2000,WARRANT,CALL,HK.00386
140,HK.11336,中联法兴七乙购A.C,20000,WARRANT,CALL,HK.00762
141,HK.11339,长地瑞银七九购A.C,5000,WARRANT,CALL,HK.01113
142,HK.11342,舜光瑞银七九购A.C,10000,WARRANT,CALL,HK.02382
143,HK.11347,S金瑞银七九购A.C,1000,WARRANT,CALL,HK.02840
144,HK.11349,建行法巴七八购B.C,1000,WARRANT,CALL,HK.00939
145,HK.11350,工行法巴七八购B.C,1000,WARRANT,CALL,HK.01398
146,HK.11352,中移麦银七五购B.C,5000,WARRANT,CALL,HK.00941
147,HK.11363,港交瑞银七乙购B.C,10000,WARRANT,CALL,HK.00388
148,HK.11364,腾讯瑞信七九购A.C,10000,WARRANT,CALL,HK.00700
149,HK.11366,吉利汇丰七乙沽D.P,50000,WARRANT,PUT,HK.00175
150,HK.11368,昆能麦银八七购A.C,20000,WARRANT,CALL,HK.00135
151,HK.11370,海油麦银七十购C.C,1000,WARRANT,CALL,HK.00883
152,HK.11376,华源麦银七六购A.C,2000,WARRANT,CALL,HK.00958
153,HK.11379,神华瑞信七十购B.C,5000,WARRANT,CALL,HK.01088
154,HK.11395,东亚麦银七六购A.C,2000,WARRANT,CALL,HK.00023
155,HK.11396,信达麦银七八购A.C,1000,WARRANT,CALL,HK.01359
156,HK.11401,中证瑞信七乙购B.C,5000,WARRANT,CALL,HK.06030
157,HK.11402,中油瑞信七八购A.C,2000,WARRANT,CALL,HK.00857
158,HK.11405,中寿法巴七九购A.C,10000,WARRANT,CALL,HK.02628
159,HK.11409,广汽法兴八三购A.C,20000,WARRANT,CALL,HK.02238
160,HK.11414,广汽摩通七八购A.C,20000,WARRANT,CALL,HK.02238
161,HK.11415,中芯摩通八乙购A.C,500,WARRANT,CALL,HK.00981
162,HK.11420,港交海通七乙购A.C,10000,WARRANT,CALL,HK.00388
163,HK.11424,腾讯海通七五购A.C,10000,WARRANT,CALL,HK.00700
164,HK.11427,腾讯海通七七购A.C,10000,WARRANT,CALL,HK.00700
165,HK.11432,中寿海通七九购A.C,10000,WARRANT,CALL,HK.02628
166,HK.11433,腾讯中银七九购A.C,10000,WARRANT,CALL,HK.00700
167,HK.11439,吉利瑞银七九购B.C,5000,WARRANT,CALL,HK.00175
168,HK.11443,神华汇丰七七购A.C,5000,WARRANT,CALL,HK.01088
169,HK.11447,平安麦银八一沽B.P,5000,WARRANT,PUT,HK.02318
170,HK.11451,中行法巴七六购A.C,1000,WARRANT,CALL,HK.03988
171,HK.11454,东风麦银八一购A.C,20000,WARRANT,CALL,HK.00489
172,HK.11457,广汽麦银七九购A.C,20000,WARRANT,CALL,HK.02238
173,HK.11461,平安麦银七十沽B.P,5000,WARRANT,PUT,HK.02318
174,HK.11464,铁建法兴七十购A.C,5000,WARRANT,CALL,HK.01186
175,HK.11466,吉利摩通八三购A.C,50000,WARRANT,CALL,HK.00175
176,HK.11472,九仓摩通七十购A.C,10000,WARRANT,CALL,HK.00004
177,HK.11473,吉利摩通七乙沽B.P,50000,WARRANT,PUT,HK.00175
178,HK.11481,恒指高盛七八购E.C,10000,WARRANT,CALL,HK.800000
179,HK.11485,兖煤摩通七乙购A.C,20000,WARRANT,CALL,HK.01171
180,HK.11492,恒指高盛七十沽A.P,10000,WARRANT,PUT,HK.800000
181,HK.11497,潍柴法兴七甲购A.C,10000,WARRANT,CALL,HK.02338
182,HK.11499,汇丰法巴七乙购A.C,4000,WARRANT,CALL,HK.00005
183,HK.11511,平安高盛七六购C.C,5000,WARRANT,CALL,HK.02318
184,HK.11515,平安麦银七五购A.C,5000,WARRANT,CALL,HK.02318
185,HK.11516,利丰麦银七五购A.C,2000,WARRANT,CALL,HK.00494
186,HK.11517,复星麦银七乙购A.C,5000,WARRANT,CALL,HK.00656
187,HK.11522,港交高盛七十购A.C,10000,WARRANT,CALL,HK.00388
188,HK.11523,兖煤法兴八一购A.C,20000,WARRANT,CALL,HK.01171
189,HK.11528,海油高盛七九购A.C,1000,WARRANT,CALL,HK.00883
190,HK.11529,中油高盛七七购B.C,2000,WARRANT,CALL,HK.00857
191,HK.11532,中化高盛七九购A.C,2000,WARRANT,CALL,HK.00386
192,HK.11536,新保高盛七六购A.C,1000,WARRANT,CALL,HK.01336
193,HK.11541,中海法兴七十沽A.P,20000,WARRANT,PUT,HK.00688
194,HK.11542,吉利中银八二购B.C,50000,WARRANT,CALL,HK.00175
195,HK.11544,吉利汇丰八一购A.C,50000,WARRANT,CALL,HK.00175
196,HK.11546,中信法兴七五购A.C,10000,WARRANT,CALL,HK.00267
197,HK.11547,恒指摩通七四购A.C,10000,WARRANT,CALL,HK.800000
198,HK.11548,世茂麦银八甲购A.C,5000,WARRANT,CALL,HK.00813
199,HK.11553,远海麦银七五购A.C,500,WARRANT,CALL,HK.01919
200,HK.11554,碧桂麦银七乙购A.C,1000,WARRANT,CALL,HK.02007
201,HK.11557,信行法巴八七购A.C,1000,WARRANT,CALL,HK.00998
202,HK.11559,中车汇丰七九购A.C,1000,WARRANT,CALL,HK.01766
203,HK.11565,友邦法巴八十购A.C,2000,WARRANT,CALL,HK.01299
204,HK.11580,海螺摩通七四购A.C,5000,WARRANT,CALL,HK.00914
205,HK.11581,利丰法巴八七购A.C,2000,WARRANT,CALL,HK.00494
206,HK.11584,银河法巴八一购B.C,10000,WARRANT,CALL,HK.00027
207,HK.11585,昆能法兴八七购A.C,20000,WARRANT,CALL,HK.00135
208,HK.11586,光大麦银七七购A.C,20000,WARRANT,CALL,HK.00165
209,HK.11588,港交法兴七六购A.C,10000,WARRANT,CALL,HK.00388
210,HK.11589,联想法巴七六购A.C,2000,WARRANT,CALL,HK.00992
211,HK.11590,恒H法巴七十购A.C,2000,WARRANT,CALL,HK.02828
212,HK.11592,神华瑞信七六购A.C,5000,WARRANT,CALL,HK.01088
213,HK.11596,南航麦银九六购A.C,20000,WARRANT,CALL,HK.01055
214,HK.11603,恒大法兴七十购B.C,1000,WARRANT,CALL,HK.03333
215,HK.11606,兖煤法兴七九购A.C,2000,WARRANT,CALL,HK.01171
216,HK.11609,吉利瑞信八二购A.C,5000,WARRANT,CALL,HK.00175
217,HK.11612,碧桂摩通七十购B.C,1000,WARRANT,CALL,HK.02007
218,HK.11614,腾讯高盛七九沽E.P,10000,WARRANT,PUT,HK.00700
219,HK.11616,建行高盛七七购D.C,1000,WARRANT,CALL,HK.00939
220,HK.11627,建行高盛七八购C.C,1000,WARRANT,CALL,HK.00939
221,HK.11632,长和瑞银七六购B.C,5000,WARRANT,CALL,HK.00001
222,HK.11637,中移高盛七七购C.C,5000,WARRANT,CALL,HK.00941
223,HK.11641,中移高盛七八购A.C,5000,WARRANT,CALL,HK.00941
224,HK.11643,中移摩通八六沽A.P,50000,WARRANT,PUT,HK.00941
225,HK.11644,神华摩通七五购A.C,5000,WARRANT,CALL,HK.01088
226,HK.11666,汇丰海通七六沽A.P,4000,WARRANT,PUT,HK.00005
227,HK.11667,电能海通七五沽A.P,5000,WARRANT,PUT,HK.00006
228,HK.11668,港交海通七五沽A.P,10000,WARRANT,PUT,HK.00388
229,HK.11673,建行海通七九购A.C,1000,WARRANT,CALL,HK.00939
230,HK.11674,中移海通七六购A.C,5000,WARRANT,CALL,HK.00941
231,HK.11675,中移海通七六沽B.P,5000,WARRANT,PUT,HK.00941
232,HK.11677,比迪海通八乙购A.C,5000,WARRANT,CALL,HK.01211
233,HK.11678,金软瑞银七十购A.C,10000,WARRANT,CALL,HK.03888
234,HK.11679,中兴瑞银七甲购A.C,2000,WARRANT,CALL,HK.00763
235,HK.11681,中银海通七六沽A.P,5000,WARRANT,PUT,HK.02388
236,HK.11686,南中麦银八十购A.C,2000,WARRANT,CALL,HK.02822
237,HK.11687,腾讯中银七九购B.C,10000,WARRANT,CALL,HK.00700
238,HK.11690,盈富法兴八一购A.C,5000,WARRANT,CALL,HK.02800
239,HK.11692,中寿法兴七十购A.C,10000,WARRANT,CALL,HK.02628
240,HK.11694,工行瑞银七十购A.C,1000,WARRANT,CALL,HK.01398
241,HK.11696,汇丰瑞银七七购C.C,4000,WARRANT,CALL,HK.00005
242,HK.11702,洋保高盛七五购A.C,2000,WARRANT,CALL,HK.02601
243,HK.11703,中信高盛七乙购A.C,1000,WARRANT,CALL,HK.00267
244,HK.11713,瑞声麦银七六购A.C,5000,WARRANT,CALL,HK.02018
245,HK.11714,联想麦银八五购A.C,20000,WARRANT,CALL,HK.00992
246,HK.11716,招行摩通七六购A.C,5000,WARRANT,CALL,HK.03968
247,HK.11718,恒大瑞银七九购B.C,1000,WARRANT,CALL,HK.03333
248,HK.11721,南中汇丰八九购A.C,2000,WARRANT,CALL,HK.02822
249,HK.11722,工行汇丰七七购A.C,1000,WARRANT,CALL,HK.01398
250,HK.11728,建行瑞银七七购B.C,1000,WARRANT,CALL,HK.00939
251,HK.11757,恒指法巴七五购A.C,10000,WARRANT,CALL,HK.800000
252,HK.11761,海通麦银七九购A.C,4000,WARRANT,CALL,HK.06837
253,HK.11763,神华麦银七甲购A.C,5000,WARRANT,CALL,HK.01088
254,HK.11766,银证麦银八八购A.C,5000,WARRANT,CALL,HK.06881
255,HK.11776,海油汇丰八七购A.C,10000,WARRANT,CALL,HK.00883
256,HK.11779,中移瑞银八六沽A.P,50000,WARRANT,PUT,HK.00941
257,HK.11783,瑞声中银七甲购A.C,5000,WARRANT,CALL,HK.02018
258,HK.11787,招行法兴七九购A.C,5000,WARRANT,CALL,HK.03968
259,HK.11794,腾讯麦银七十购D.C,1000,WARRANT,CALL,HK.00700
260,HK.11795,中移法兴八七沽A.P,50000,WARRANT,PUT,HK.00941
261,HK.11799,瑞声摩通八八购A.C,5000,WARRANT,CALL,HK.02018
262,HK.11804,里康摩通七四购A.C,20000,WARRANT,CALL,HK.00241
263,HK.11805,国航摩通七甲购A.C,20000,WARRANT,CALL,HK.00753
264,HK.11806,海田摩通七甲购A.C,20000,WARRANT,CALL,HK.02883
265,HK.11807,金软麦银七乙购A.C,10000,WARRANT,CALL,HK.03888
266,HK.11808,光大摩通七六购A.C,20000,WARRANT,CALL,HK.00165
267,HK.11809,汇丰麦银七甲购B.C,4000,WARRANT,CALL,HK.00005
268,HK.11818,东风麦银七乙购A.C,20000,WARRANT,CALL,HK.00489
269,HK.11820,广汽麦银七甲购A.C,20000,WARRANT,CALL,HK.02238
270,HK.11841,吉利麦银八七购A.C,50000,WARRANT,CALL,HK.00175
271,HK.11842,永利麦银七十购A.C,4000,WARRANT,CALL,HK.01128
272,HK.11844,海油麦银七五沽A.P,1000,WARRANT,PUT,HK.00883
273,HK.11848,华晨麦银八六购A.C,20000,WARRANT,CALL,HK.01114
274,HK.11851,友邦法兴七五购A.C,2000,WARRANT,CALL,HK.01299
275,HK.11864,中化麦银七乙沽A.P,2000,WARRANT,PUT,HK.00386
276,HK.11865,中行瑞银七八购C.C,1000,WARRANT,CALL,HK.03988
277,HK.11866,金沙摩通七四购B.C,4000,WARRANT,CALL,HK.01928
278,HK.11868,永利摩通七四购A.C,4000,WARRANT,CALL,HK.01128
279,HK.11870,海油法巴八六购A.C,10000,WARRANT,CALL,HK.00883
280,HK.11871,神华法巴七六购A.C,5000,WARRANT,CALL,HK.01088
281,HK.11875,东风汇丰七九购A.C,20000,WARRANT,CALL,HK.00489
282,HK.11877,中银汇丰七七购A.C,5000,WARRANT,CALL,HK.02388
283,HK.11879,银河瑞银七六购B.C,10000,WARRANT,CALL,HK.00027
284,HK.11885,金沙瑞银七八购A.C,4000,WARRANT,CALL,HK.01928
285,HK.11888,农行瑞银七十购A.C,1000,WARRANT,CALL,HK.01288
286,HK.11889,中兴瑞信七乙购A.C,2000,WARRANT,CALL,HK.00763
287,HK.11890,信义麦银八九购A.C,20000,WARRANT,CALL,HK.00868
288,HK.11898,中行高盛七九购B.C,1000,WARRANT,CALL,HK.03988
289,HK.11900,工行高盛七十购A.C,1000,WARRANT,CALL,HK.01398
290,HK.11904,中移麦银八一沽A.P,5000,WARRANT,PUT,HK.00941
291,HK.11907,中寿麦银七十购A.C,1000,WARRANT,CALL,HK.02628
292,HK.11910,腾讯海通七九购B.C,10000,WARRANT,CALL,HK.00700
293,HK.11913,威高麦银零二购A.C,40000,WARRANT,CALL,HK.01066
294,HK.11914,金沙海通七四购A.C,4000,WARRANT,CALL,HK.01928
295,HK.11916,港铁海通七六沽A.P,5000,WARRANT,PUT,HK.00066
296,HK.11917,平安麦银七十购C.C,5000,WARRANT,CALL,HK.02318
297,HK.11919,新地法兴七五沽A.P,10000,WARRANT,PUT,HK.00016
298,HK.11921,紫金麦银七六购A.C,2000,WARRANT,CALL,HK.02899
299,HK.11922,中海麦银七八购A.C,20000,WARRANT,CALL,HK.00688
300,HK.11923,东风法兴七乙购A.C,20000,WARRANT,CALL,HK.00489
301,HK.11930,百丽麦银九七购A.C,10000,WARRANT,CALL,HK.01880
302,HK.11931,周福麦银九二购A.C,2000,WARRANT,CALL,HK.01929
303,HK.11937,金隅麦银七九购A.C,1000,WARRANT,CALL,HK.02009
304,HK.11939,盈富法兴七六沽A.P,5000,WARRANT,PUT,HK.02800
305,HK.11941,邮银麦银七乙购A.C,1000,WARRANT,CALL,HK.01658
306,HK.11947,光大瑞信七六购A.C,2000,WARRANT,CALL,HK.00165
307,HK.11954,盈富摩通七甲沽A.P,5000,WARRANT,PUT,HK.02800
308,HK.11957,润电麦银八七购A.C,20000,WARRANT,CALL,HK.00836
309,HK.11960,中寿汇丰七七购A.C,10000,WARRANT,CALL,HK.02628
310,HK.11961,富力瑞信七八购A.C,4000,WARRANT,CALL,HK.02777
311,HK.11962,建行汇丰七七购A.C,1000,WARRANT,CALL,HK.00939
312,HK.11971,万科高盛七四购A.C,1000,WARRANT,CALL,HK.02202
313,HK.11974,长汽高盛七八购A.C,5000,WARRANT,CALL,HK.02333
314,HK.11979,恒指摩通八九沽A.P,10000,WARRANT,PUT,HK.800000
315,HK.11981,恒指摩通八五沽A.P,10000,WARRANT,PUT,HK.800000
316,HK.11982,招金摩通七六购A.C,5000,WARRANT,CALL,HK.01818
317,HK.11985,恒指摩通八三购A.C,10000,WARRANT,CALL,HK.800000
318,HK.11989,上石海通七六购A.C,2000,WARRANT,CALL,HK.00338
319,HK.11990,江铜海通七甲购A.C,10000,WARRANT,CALL,HK.00358
320,HK.11991,海尔海通七十购A.C,10000,WARRANT,CALL,HK.01169
321,HK.11992,招金海通七十购A.C,5000,WARRANT,CALL,HK.01818
322,HK.11993,国材海通七八购A.C,2000,WARRANT,CALL,HK.03323
323,HK.11997,万科海通七五沽A.P,1000,WARRANT,PUT,HK.02202
324,HK.12000,中寿麦银八三购A.C,10000,WARRANT,CALL,HK.02628
325,HK.12101,中油摩通七八购A.C,2000,WARRANT,CALL,HK.00857
326,HK.12103,长和摩通七十沽A.P,5000,WARRANT,PUT,HK.00001
327,HK.12104,平安麦银七七沽A.P,5000,WARRANT,PUT,HK.02318
328,HK.12105,中联瑞银七甲购A.C,20000,WARRANT,CALL,HK.00762
329,HK.12117,渣打瑞银七九购A.C,500,WARRANT,CALL,HK.02888
330,HK.12119,中化中银七九购A.C,2000,WARRANT,CALL,HK.00386
331,HK.12123,港交中银七九购C.C,1000,WARRANT,CALL,HK.00388
332,HK.12136,中油中银七八购A.C,2000,WARRANT,CALL,HK.00857
333,HK.12137,海油中银七九购B.C,1000,WARRANT,CALL,HK.00883
334,HK.12138,新地麦银七乙购B.C,10000,WARRANT,CALL,HK.00016
335,HK.12139,东航麦银八二购A.C,2000,WARRANT,CALL,HK.00670
336,HK.12141,信达瑞银七七购A.C,1000,WARRANT,CALL,HK.01359
337,HK.12147,中联瑞银七七购A.C,2000,WARRANT,CALL,HK.00762
338,HK.12154,腾讯中银七十沽C.P,10000,WARRANT,PUT,HK.00700
339,HK.12156,金软中银七十购A.C,10000,WARRANT,CALL,HK.03888
340,HK.12157,腾讯瑞银七六购E.C,1000,WARRANT,CALL,HK.00700
341,HK.12158,腾讯法兴七十购B.C,10000,WARRANT,CALL,HK.00700
342,HK.12161,腾讯瑞银七九沽A.P,10000,WARRANT,PUT,HK.00700
343,HK.12170,中联摩通七十购A.C,2000,WARRANT,CALL,HK.00762
344,HK.12171,信达摩通七十购A.C,1000,WARRANT,CALL,HK.01359
345,HK.12174,招金东亚七六购A.C,5000,WARRANT,CALL,HK.01818
346,HK.12177,联想瑞银七乙购A.C,20000,WARRANT,CALL,HK.00992
347,HK.12178,国信瑞信七甲购A.C,2000,WARRANT,CALL,HK.00728
348,HK.12181,联想瑞信七八购C.C,2000,WARRANT,CALL,HK.00992
349,HK.12184,腾讯瑞信七七购H.C,1000,WARRANT,CALL,HK.00700
350,HK.12185,信达瑞信七九购B.C,1000,WARRANT,CALL,HK.01359
351,HK.12194,腾讯高盛七九购F.C,10000,WARRANT,CALL,HK.00700
352,HK.12199,腾讯高盛八二购A.C,10000,WARRANT,CALL,HK.00700
353,HK.12201,招金东亚七乙购A.C,5000,WARRANT,CALL,HK.01818
