,code,name,lot_size,stock_type,stock_child_type,owner_stock_code
755,HK.13229,恒大摩通八一购A.C,10000,WARRANT,CALL,HK.03333
756,HK.13230,中寿摩通七甲购A.C,10000,WARRANT,CALL,HK.02628
757,HK.13231,平安摩通七五购A.C,5000,WARRANT,CALL,HK.02318
758,HK.13235,中寿法巴七五购A.C,10000,WARRANT,CALL,HK.02628
759,HK.13238,中寿法巴八乙购A.C,10000,WARRANT,CALL,HK.02628
760,HK.13242,工行中银七五购A.C,1000,WARRANT,CALL,HK.01398
761,HK.13243,中寿中银七五购A.C,10000,WARRANT,CALL,HK.02628
762,HK.13245,中行中银七五购A.C,1000,WARRANT,CALL,HK.03988
763,HK.13246,南中中银八九购A.C,2000,WARRANT,CALL,HK.02822
764,HK.13247,平安中银七五购A.C,5000,WARRANT,CALL,HK.02318
765,HK.13248,恒指中银七四购A.C,10000,WARRANT,CALL,HK.800000
766,HK.13250,中企中银七乙购A.C,10000,WARRANT,CALL,HK.800100
767,HK.13251,中移摩通七八购B.C,5000,WARRANT,CALL,HK.00941
768,HK.13252,中寿法兴七七购A.C,10000,WARRANT,CALL,HK.02628
769,HK.13254,中寿法兴七五购B.C,10000,WARRANT,CALL,HK.02628
770,HK.13255,腾讯法兴七七购D.C,10000,WARRANT,CALL,HK.00700
771,HK.13259,汇丰摩通七十购B.C,4000,WARRANT,CALL,HK.00005
772,HK.13260,金沙摩通七七购A.C,4000,WARRANT,CALL,HK.01928
773,HK.13262,银河摩通七六购A.C,10000,WARRANT,CALL,HK.00027
774,HK.13264,金软摩通八一购A.C,10000,WARRANT,CALL,HK.03888
775,HK.13265,中寿摩通七乙购A.C,10000,WARRANT,CALL,HK.02628
776,HK.13267,信行摩通七九购A.C,1000,WARRANT,CALL,HK.00998
777,HK.13268,保协瑞信七六购A.C,1000,WARRANT,CALL,HK.03800
778,HK.13269,广汽瑞信七九购A.C,20000,WARRANT,CALL,HK.02238
779,HK.13271,长建摩通七乙购A.C,10000,WARRANT,CALL,HK.01038
780,HK.13272,电能摩通七乙购A.C,5000,WARRANT,CALL,HK.00006
781,HK.13273,恒指摩通七九购C.C,10000,WARRANT,CALL,HK.800000
782,HK.13279,中寿法兴七七沽B.P,10000,WARRANT,PUT,HK.02628
783,HK.13280,中软麦银八三购A.C,2000,WARRANT,CALL,HK.00354
784,HK.13284,港交摩通七十沽B.P,10000,WARRANT,PUT,HK.00388
785,HK.13285,港交摩通七六沽A.P,10000,WARRANT,PUT,HK.00388
786,HK.13287,中寿摩通七七沽B.P,10000,WARRANT,PUT,HK.02628
787,HK.13288,恒指摩通七五沽C.P,10000,WARRANT,PUT,HK.800000
788,HK.13289,恒指汇丰七四购A.C,10000,WARRANT,CALL,HK.800000
789,HK.13291,中寿汇丰七四购A.C,10000,WARRANT,CALL,HK.02628
790,HK.13293,洋保麦银七八购A.C,2000,WARRANT,CALL,HK.02601
791,HK.13295,中药麦银零一购A.C,10000,WARRANT,CALL,HK.01177
792,HK.13296,中寿麦银七六购A.C,1000,WARRANT,CALL,HK.02628
793,HK.13300,友邦法巴七乙购A.C,2000,WARRANT,CALL,HK.01299
794,HK.13301,建行法巴七九购A.C,1000,WARRANT,CALL,HK.00939
795,HK.13304,中行法巴七乙购B.C,1000,WARRANT,CALL,HK.03988
796,HK.13305,海通法巴七九购A.C,4000,WARRANT,CALL,HK.06837
797,HK.13306,恒H法巴七九购A.C,2000,WARRANT,CALL,HK.02828
798,HK.13307,银河瑞银七八沽A.P,10000,WARRANT,PUT,HK.00027
799,HK.13308,恒指法巴七八购B.C,10000,WARRANT,CALL,HK.800000
800,HK.13310,恒指法巴七十购A.C,10000,WARRANT,CALL,HK.800000
801,HK.13311,港交法兴七七购B.C,10000,WARRANT,CALL,HK.00388
802,HK.13312,港交法兴七乙购B.C,10000,WARRANT,CALL,HK.00388
803,HK.13313,银河瑞银七四购A.C,10000,WARRANT,CALL,HK.00027
804,HK.13320,友邦汇丰七十沽A.P,2000,WARRANT,PUT,HK.01299
805,HK.13321,港交麦银七十沽A.P,10000,WARRANT,PUT,HK.00388
806,HK.13322,港交麦银七十购B.C,10000,WARRANT,CALL,HK.00388
807,HK.13325,港交汇丰八五购A.C,10000,WARRANT,CALL,HK.00388
808,HK.13326,港交麦银七五购A.C,1000,WARRANT,CALL,HK.00388
809,HK.13327,恒指汇丰八三购A.C,10000,WARRANT,CALL,HK.800000
810,HK.13328,中寿法兴七乙购A.C,10000,WARRANT,CALL,HK.02628
811,HK.13329,银河法兴七五购A.C,10000,WARRANT,CALL,HK.00027
812,HK.13332,港交摩通七十购C.C,10000,WARRANT,CALL,HK.00388
813,HK.13333,中企汇丰七甲沽A.P,10000,WARRANT,PUT,HK.800100
814,HK.13335,平安摩通七六沽B.P,5000,WARRANT,PUT,HK.02318
815,HK.13337,东亚麦银八二购A.C,2000,WARRANT,CALL,HK.00023
816,HK.13338,周福麦银九七购A.C,2000,WARRANT,CALL,HK.01929
817,HK.13339,恒指摩通七四购D.C,10000,WARRANT,CALL,HK.800000
818,HK.13341,银河汇丰七九沽A.P,10000,WARRANT,PUT,HK.00027
819,HK.13343,金沙汇丰七九沽B.P,4000,WARRANT,PUT,HK.01928
820,HK.13344,腾讯瑞信七九购C.C,10000,WARRANT,CALL,HK.00700
821,HK.13346,海通瑞信七八购A.C,4000,WARRANT,CALL,HK.06837
822,HK.13347,中寿瑞信七九购A.C,10000,WARRANT,CALL,HK.02628
823,HK.13351,中证瑞信七八购A.C,5000,WARRANT,CALL,HK.06030
824,HK.13352,华晨瑞信七乙购A.C,2000,WARRANT,CALL,HK.01114
825,HK.13354,海通高盛七八购A.C,4000,WARRANT,CALL,HK.06837
826,HK.13355,中寿高盛七九购A.C,10000,WARRANT,CALL,HK.02628
827,HK.13360,港交海通七七购A.C,10000,WARRANT,CALL,HK.00388
828,HK.13361,腾讯海通七六购A.C,10000,WARRANT,CALL,HK.00700
829,HK.13362,腾讯海通七甲购A.C,10000,WARRANT,CALL,HK.00700
830,HK.13363,中寿海通七四购A.C,10000,WARRANT,CALL,HK.02628
831,HK.13364,招行海通七五购A.C,5000,WARRANT,CALL,HK.03968
832,HK.13366,中行海通七五购A.C,1000,WARRANT,CALL,HK.03988
833,HK.13367,金沙海通七七购A.C,4000,WARRANT,CALL,HK.01928
834,HK.13368,腾讯瑞信八七购A.C,10000,WARRANT,CALL,HK.00700
835,HK.13369,中寿法兴八二购A.C,10000,WARRANT,CALL,HK.02628
836,HK.13370,银河摩通七甲沽B.P,10000,WARRANT,PUT,HK.00027
837,HK.13371,新濠摩通八四购A.C,10000,WARRANT,CALL,HK.00200
838,HK.13372,中寿法兴八五购A.C,10000,WARRANT,CALL,HK.02628
839,HK.13373,远发摩通八一购A.C,1000,WARRANT,CALL,HK.02866
840,HK.13374,恒指法兴七六购C.C,10000,WARRANT,CALL,HK.800000
841,HK.13375,港交法兴七八购A.C,10000,WARRANT,CALL,HK.00388
842,HK.13376,民行海通九五购A.C,5000,WARRANT,CALL,HK.01988
843,HK.13377,平安摩通七十沽A.P,5000,WARRANT,PUT,HK.02318
844,HK.13381,港交摩通七八购A.C,10000,WARRANT,CALL,HK.00388
845,HK.13384,腾讯摩通七十沽B.P,10000,WARRANT,PUT,HK.00700
846,HK.13385,中证摩通七四购A.C,5000,WARRANT,CALL,HK.06030
847,HK.13391,恒指海通八一购B.C,10000,WARRANT,CALL,HK.800000
848,HK.13392,腾讯海通七五购B.C,10000,WARRANT,CALL,HK.00700
849,HK.13396,恒指瑞银七四沽A.P,10000,WARRANT,PUT,HK.800000
850,HK.13397,招行高盛七五购B.C,5000,WARRANT,CALL,HK.03968
851,HK.13398,平安麦银七八购A.C,500,WARRANT,CALL,HK.02318
852,HK.13399,汇丰麦银七五购B.C,400,WARRANT,CALL,HK.00005
853,HK.13400,国信摩通七七沽A.P,2000,WARRANT,PUT,HK.00728
854,HK.13402,A中高盛七四购A.C,100,WARRANT,CALL,HK.02823
855,HK.13403,中寿高盛七六购A.C,10000,WARRANT,CALL,HK.02628
856,HK.13405,工行汇丰七七购B.C,1000,WARRANT,CALL,HK.01398
857,HK.13407,恒指海通七九购C.C,10000,WARRANT,CALL,HK.800000
858,HK.13408,信达麦银七五购A.C,1000,WARRANT,CALL,HK.01359
859,HK.13409,恒指海通八三购B.C,10000,WARRANT,CALL,HK.800000
860,HK.13410,恒指海通七甲购A.C,10000,WARRANT,CALL,HK.800000
861,HK.13411,国泰麦银八三购A.C,10000,WARRANT,CALL,HK.00293
862,HK.13414,恒指海通七九沽D.P,10000,WARRANT,PUT,HK.800000
863,HK.13415,中寿汇丰七六购A.C,10000,WARRANT,CALL,HK.02628
864,HK.13416,恒指海通七八沽B.P,10000,WARRANT,PUT,HK.800000
865,HK.13418,金风麦银八六购A.C,2000,WARRANT,CALL,HK.02208
866,HK.13421,瑞声瑞银七十购A.C,50000,WARRANT,CALL,HK.02018
867,HK.13422,新地瑞银七十沽B.P,10000,WARRANT,PUT,HK.00016
868,HK.13424,联想瑞银七七购C.C,2000,WARRANT,CALL,HK.00992
869,HK.13425,复星麦银八三购A.C,5000,WARRANT,CALL,HK.00656
870,HK.13426,美高麦银七十购A.C,4000,WARRANT,CALL,HK.02282
871,HK.13427,金沙麦银七七购A.C,4000,WARRANT,CALL,HK.01928
872,HK.13429,腾讯高盛七六购C.C,10000,WARRANT,CALL,HK.00700
873,HK.13430,永利摩通七九购A.C,4000,WARRANT,CALL,HK.01128
874,HK.13431,金软麦银七六购B.C,10000,WARRANT,CALL,HK.03888
875,HK.13432,富力麦银七乙购A.C,400,WARRANT,CALL,HK.02777
876,HK.13434,利丰法兴七乙购A.C,2000,WARRANT,CALL,HK.00494
877,HK.13436,信行麦银七七购A.C,1000,WARRANT,CALL,HK.00998
878,HK.13440,恒大汇丰七十购A.C,1000,WARRANT,CALL,HK.03333
879,HK.13441,金沙汇丰七十购A.C,4000,WARRANT,CALL,HK.01928
880,HK.13442,汇丰麦银七甲沽C.P,4000,WARRANT,PUT,HK.00005
881,HK.13444,腾讯高盛七八购A.C,10000,WARRANT,CALL,HK.00700
882,HK.13447,银河中银七四购A.C,10000,WARRANT,CALL,HK.00027
883,HK.13448,银河中银七五沽A.P,10000,WARRANT,PUT,HK.00027
884,HK.13449,金沙中银七四购A.C,4000,WARRANT,CALL,HK.01928
885,HK.13450,金沙中银七五沽A.P,4000,WARRANT,PUT,HK.01928
886,HK.13453,复星法兴七十购A.C,5000,WARRANT,CALL,HK.00656
887,HK.13454,金软法兴七五购A.C,10000,WARRANT,CALL,HK.03888
888,HK.13455,富康麦银七九购A.C,1000,WARRANT,CALL,HK.02038
889,HK.13456,中油麦银七甲沽B.P,2000,WARRANT,PUT,HK.00857
890,HK.13457,汇丰麦银七十购A.C,400,WARRANT,CALL,HK.00005
891,HK.13458,中移法兴七十购B.C,5000,WARRANT,CALL,HK.00941
892,HK.13459,银河麦银七六购A.C,10000,WARRANT,CALL,HK.00027
893,HK.13460,中芯瑞信八三购A.C,5000,WARRANT,CALL,HK.00981
894,HK.13461,永利法兴七十购A.C,4000,WARRANT,CALL,HK.01128
895,HK.13462,银河瑞信七十沽B.P,10000,WARRANT,PUT,HK.00027
896,HK.13467,港交瑞银七十沽A.P,10000,WARRANT,PUT,HK.00388
897,HK.13468,恒指瑞银七四购B.C,10000,WARRANT,CALL,HK.800000
898,HK.13469,建行中银七十购A.C,1000,WARRANT,CALL,HK.00939
899,HK.13471,中联麦银八三购A.C,2000,WARRANT,CALL,HK.00762
900,HK.13473,港交高盛七七购A.C,10000,WARRANT,CALL,HK.00388
901,HK.13474,南中高盛七四购A.C,200,WARRANT,CALL,HK.02822
902,HK.13475,腾讯汇丰七五购B.C,10000,WARRANT,CALL,HK.00700
903,HK.13478,广汽麦银八五沽A.P,20000,WARRANT,PUT,HK.02238
904,HK.13480,中铁法巴七乙购B.C,1000,WARRANT,CALL,HK.00390
905,HK.13481,海尔麦银七九购A.C,10000,WARRANT,CALL,HK.01169
906,HK.13482,银河海通七九沽B.P,10000,WARRANT,PUT,HK.00027
907,HK.13483,腾讯海通七十沽C.P,10000,WARRANT,PUT,HK.00700
908,HK.13484,康哲麦银八六购A.C,10000,WARRANT,CALL,HK.00867
909,HK.13485,中移海通七七购A.C,5000,WARRANT,CALL,HK.00941
910,HK.13486,腾讯麦银七甲购A.C,1000,WARRANT,CALL,HK.00700
911,HK.13490,金软瑞银七六购A.C,10000,WARRANT,CALL,HK.03888
912,HK.13491,永利瑞银七九购A.C,4000,WARRANT,CALL,HK.01128
913,HK.13492,联想麦银七乙沽A.P,2000,WARRANT,PUT,HK.00992
914,HK.13493,恒大中银七十购A.C,1000,WARRANT,CALL,HK.03333
915,HK.13496,瑞声中银八二购A.C,5000,WARRANT,CALL,HK.02018
916,HK.13500,中行麦银七五购B.C,1000,WARRANT,CALL,HK.03988
917,HK.13501,港交中银七七购A.C,10000,WARRANT,CALL,HK.00388
918,HK.13502,腾讯中银七八购A.C,10000,WARRANT,CALL,HK.00700
919,HK.13504,银河中银七十购A.C,10000,WARRANT,CALL,HK.00027
920,HK.13505,金沙中银七甲购A.C,4000,WARRANT,CALL,HK.01928
921,HK.13507,中寿法兴七五沽C.P,10000,WARRANT,PUT,HK.02628
922,HK.13508,中企法兴七四沽B.P,10000,WARRANT,PUT,HK.800100
923,HK.13509,港交汇丰七九购B.C,10000,WARRANT,CALL,HK.00388
924,HK.13510,港交汇丰七七购A.C,10000,WARRANT,CALL,HK.00388
925,HK.13511,金软汇丰七四购B.C,10000,WARRANT,CALL,HK.03888
926,HK.13512,中寿汇丰七八购A.C,10000,WARRANT,CALL,HK.02628
927,HK.13513,中寿汇丰八一购A.C,10000,WARRANT,CALL,HK.02628
928,HK.13515,金隅海通八乙购A.C,10000,WARRANT,CALL,HK.02009
929,HK.13519,金软法兴七七购B.C,10000,WARRANT,CALL,HK.03888
930,HK.13522,中银瑞银八一购A.C,5000,WARRANT,CALL,HK.02388
931,HK.13523,广汽瑞银七乙购A.C,20000,WARRANT,CALL,HK.02238
932,HK.13524,昆能瑞银七十购A.C,2000,WARRANT,CALL,HK.00135
933,HK.13527,港交瑞信七十购A.C,10000,WARRANT,CALL,HK.00388
934,HK.13528,联想瑞信七九购A.C,2000,WARRANT,CALL,HK.00992
935,HK.13531,金软瑞信七乙购A.C,10000,WARRANT,CALL,HK.03888
936,HK.13532,恒指摩通七五沽D.P,10000,WARRANT,PUT,HK.800000
937,HK.13533,中寿瑞银七六购A.C,10000,WARRANT,CALL,HK.02628
938,HK.13537,中寿法兴七九购A.C,10000,WARRANT,CALL,HK.02628
939,HK.13538,昆能法兴七五购A.C,2000,WARRANT,CALL,HK.00135
940,HK.13539,中化瑞信七十购A.C,2000,WARRANT,CALL,HK.00386
941,HK.13541,腾讯法巴九四购B.C,10000,WARRANT,CALL,HK.00700
942,HK.13542,港交法巴八二购A.C,10000,WARRANT,CALL,HK.00388
943,HK.13543,中行汇丰七八购A.C,1000,WARRANT,CALL,HK.03988
944,HK.13547,腾讯法巴七乙购A.C,10000,WARRANT,CALL,HK.00700
945,HK.13550,腾讯法兴七甲购B.C,10000,WARRANT,CALL,HK.00700
946,HK.13551,中寿瑞信七六购A.C,10000,WARRANT,CALL,HK.02628
947,HK.13553,海螺瑞信七五购A.C,5000,WARRANT,CALL,HK.00914
948,HK.13557,国信法巴八四购A.C,2000,WARRANT,CALL,HK.00728
949,HK.13558,中化法巴七甲购A.C,2000,WARRANT,CALL,HK.00386
950,HK.13559,长地法巴八一购A.C,5000,WARRANT,CALL,HK.01113
951,HK.13561,银河法巴八五购A.C,10000,WARRANT,CALL,HK.00027
952,HK.13563,江铜海通七乙购C.C,10000,WARRANT,CALL,HK.00358
953,HK.13566,A中渣打八八购A.C,1000,WARRANT,CALL,HK.02823
954,HK.13567,南中渣打八八购A.C,2000,WARRANT,CALL,HK.02822
955,HK.13568,国信海通八一购A.C,2000,WARRANT,CALL,HK.00728
956,HK.13570,腾讯摩通七九购D.C,10000,WARRANT,CALL,HK.00700
957,HK.13571,银证摩通八乙购A.C,5000,WARRANT,CALL,HK.06881
958,HK.13575,工行汇丰七七购C.C,1000,WARRANT,CALL,HK.01398
959,HK.13576,腾讯瑞信七十购A.C,10000,WARRANT,CALL,HK.00700
960,HK.13577,银泰摩通八乙购A.C,5000,WARRANT,CALL,HK.01833
961,HK.13578,恒指摩通七六购B.C,10000,WARRANT,CALL,HK.800000
962,HK.13584,联想海通七八购C.C,2000,WARRANT,CALL,HK.00992
963,HK.13586,国材东亚七七购A.C,2000,WARRANT,CALL,HK.03323
964,HK.13591,友邦法兴七八购A.C,2000,WARRANT,CALL,HK.01299
965,HK.13592,四环海通八六购A.C,1000,WARRANT,CALL,HK.00460
966,HK.13593,神华海通七乙购B.C,5000,WARRANT,CALL,HK.01088
967,HK.13594,中油法兴七五购A.C,2000,WARRANT,CALL,HK.00857
968,HK.13596,南中汇丰七四购A.C,200,WARRANT,CALL,HK.02822
969,HK.13597,夏三汇丰七五购A.C,2000,WARRANT,CALL,HK.03188
970,HK.13598,融创麦银八甲购A.C,10000,WARRANT,CALL,HK.01918
971,HK.13601,银证法兴七五购A.C,500,WARRANT,CALL,HK.06881
972,HK.13602,港交麦银七甲购A.C,1000,WARRANT,CALL,HK.00388
973,HK.13603,中证法兴七九购A.C,5000,WARRANT,CALL,HK.06030
974,HK.13604,联想瑞信七十购A.C,2000,WARRANT,CALL,HK.00992
975,HK.13605,中交瑞银七十购A.C,1000,WARRANT,CALL,HK.01800
976,HK.13606,美高法兴七十购A.C,4000,WARRANT,CALL,HK.02282
977,HK.13607,紫金法兴七五购A.C,2000,WARRANT,CALL,HK.02899
978,HK.13609,信义麦银八八购A.C,20000,WARRANT,CALL,HK.00868
979,HK.13611,中燃麦银七乙购A.C,20000,WARRANT,CALL,HK.00384
980,HK.13612,中移麦银八甲购A.C,5000,WARRANT,CALL,HK.00941
981,HK.13613,招行麦银七九购A.C,5000,WARRANT,CALL,HK.03968
982,HK.13614,港交麦银七五购B.C,1000,WARRANT,CALL,HK.00388
983,HK.13616,港交麦银七五购C.C,1000,WARRANT,CALL,HK.00388
984,HK.13619,友邦汇丰七四沽B.P,2000,WARRANT,PUT,HK.01299
985,HK.13621,金沙瑞银七九沽A.P,4000,WARRANT,PUT,HK.01928
986,HK.13622,比迪汇丰八乙购A.C,5000,WARRANT,CALL,HK.01211
987,HK.13624,恒大瑞银七十购A.C,1000,WARRANT,CALL,HK.03333
988,HK.13625,海螺瑞银七九购A.C,5000,WARRANT,CALL,HK.00914
989,HK.13626,腾讯法巴七九购A.C,10000,WARRANT,CALL,HK.00700
990,HK.13628,金软法巴七五购A.C,10000,WARRANT,CALL,HK.03888
991,HK.13629,银河法巴七五购A.C,10000,WARRANT,CALL,HK.00027
992,HK.13630,中煤法兴七五购A.C,1000,WARRANT,CALL,HK.01898
993,HK.13631,神华法兴七六购A.C,5000,WARRANT,CALL,HK.01088
994,HK.13632,建行摩通七八购C.C,1000,WARRANT,CALL,HK.00939
995,HK.13633,吉利法兴八乙购A.C,50000,WARRANT,CALL,HK.00175
996,HK.13634,兖煤法兴七五购A.C,2000,WARRANT,CALL,HK.01171
997,HK.13636,港交法巴七八购B.C,10000,WARRANT,CALL,HK.00388
998,HK.13637,港交法巴七十购A.C,10000,WARRANT,CALL,HK.00388
999,HK.13638,深国麦银八十购A.C,5000,WARRANT,CALL,HK.00152
1000,HK.13639,海田麦银八十购B.C,20000,WARRANT,CALL,HK.02883
1001,HK.13644,腾讯法兴八八购A.C,10000,WARRANT,CALL,HK.00700
1002,HK.13648,港交法兴八乙购A.C,10000,WARRANT,CALL,HK.00388
1003,HK.13649,长和汇丰七六购B.C,5000,WARRANT,CALL,HK.00001
1004,HK.13650,腾讯汇丰七九购D.C,10000,WARRANT,CALL,HK.00700
1005,HK.13653,中海法兴七八购A.C,20000,WARRANT,CALL,HK.00688
1006,HK.13656,港交法兴七九购B.C,10000,WARRANT,CALL,HK.00388
1007,HK.13657,港交法兴七十购B.C,10000,WARRANT,CALL,HK.00388
1008,HK.13658,中化摩通七十沽A.P,2000,WARRANT,PUT,HK.00386
1009,HK.13665,联想摩通七甲购A.C,2000,WARRANT,CALL,HK.00992
1010,HK.13667,光际摩通八一购A.C,1000,WARRANT,CALL,HK.00257
1011,HK.13668,联想中银七八购B.C,2000,WARRANT,CALL,HK.00992
1012,HK.13669,金软中银七十购B.C,10000,WARRANT,CALL,HK.03888
1013,HK.13672,长地中银七十购A.C,5000,WARRANT,CALL,HK.01113
1014,HK.13675,吉利汇丰七乙购E.C,50000,WARRANT,CALL,HK.00175
1015,HK.13677,海油汇丰七十购A.C,1000,WARRANT,CALL,HK.00883
1016,HK.13678,海螺汇丰七九购A.C,5000,WARRANT,CALL,HK.00914
1017,HK.13679,富康汇丰七十购A.C,1000,WARRANT,CALL,HK.02038
1018,HK.13683,瑞声瑞银七十购B.C,50000,WARRANT,CALL,HK.02018
1019,HK.13684,港交高盛七六购A.C,10000,WARRANT,CALL,HK.00388
1020,HK.13685,中寿中银七甲购A.C,10000,WARRANT,CALL,HK.02628
1021,HK.13687,汇丰中银七五购A.C,4000,WARRANT,CALL,HK.00005
1022,HK.13688,友邦法兴七六沽A.P,2000,WARRANT,PUT,HK.01299
1023,HK.13689,国材法兴七五购A.C,2000,WARRANT,CALL,HK.03323
1024,HK.13690,金沙法巴七七购A.C,4000,WARRANT,CALL,HK.01928
1025,HK.13691,港交法巴七六沽D.P,10000,WARRANT,PUT,HK.00388
1026,HK.13692,平安汇丰七四购A.C,5000,WARRANT,CALL,HK.02318
1027,HK.13693,吉利汇丰七四购A.C,5000,WARRANT,CALL,HK.00175
1028,HK.13694,恒指汇丰七四沽B.P,10000,WARRANT,PUT,HK.800000
1029,HK.13695,中证汇丰七四购A.C,5000,WARRANT,CALL,HK.06030
1030,HK.13696,平安汇丰七四购B.C,5000,WARRANT,CALL,HK.02318
1031,HK.13701,保协麦银七十购A.C,1000,WARRANT,CALL,HK.03800
1032,HK.13704,海油麦银七九购A.C,1000,WARRANT,CALL,HK.00883
1033,HK.13705,平安麦银七八购B.C,5000,WARRANT,CALL,HK.02318
1034,HK.13706,腾讯麦银八十购A.C,1000,WARRANT,CALL,HK.00700
1035,HK.13713,中海摩通七六购A.C,2000,WARRANT,CALL,HK.00688
1036,HK.13714,汇丰摩通七五购B.C,4000,WARRANT,CALL,HK.00005
1037,HK.13715,友邦麦银八一购A.C,2000,WARRANT,CALL,HK.01299
1038,HK.13718,平安中银七四购B.C,5000,WARRANT,CALL,HK.02318
1039,HK.13720,平安法兴七五沽B.P,5000,WARRANT,PUT,HK.02318
1040,HK.13721,腾讯麦银七五购A.C,1000,WARRANT,CALL,HK.00700
1041,HK.13723,中金瑞信七八购A.C,4000,WARRANT,CALL,HK.03908
1042,HK.13724,银河麦银七乙购A.C,10000,WARRANT,CALL,HK.00027
1043,HK.13727,中油摩通七五沽A.P,2000,WARRANT,PUT,HK.00857
1044,HK.13728,中油摩通七五购B.C,2000,WARRANT,CALL,HK.00857
1045,HK.13730,瑞声麦银八四购A.C,50000,WARRANT,CALL,HK.02018
1046,HK.13736,海油麦银八四购A.C,1000,WARRANT,CALL,HK.00883
1047,HK.13737,腾讯麦银七甲沽B.P,1000,WARRANT,PUT,HK.00700
1048,HK.13738,吉利法巴八三购A.C,50000,WARRANT,CALL,HK.00175
1049,HK.13739,海油法兴七五购A.C,1000,WARRANT,CALL,HK.00883
1050,HK.13740,银河法兴七七购A.C,10000,WARRANT,CALL,HK.00027
1051,HK.13742,海螺麦银七七购A.C,5000,WARRANT,CALL,HK.00914
1052,HK.13743,平安麦银七十购A.C,5000,WARRANT,CALL,HK.02318
1053,HK.13744,京机麦银八五购A.C,20000,WARRANT,CALL,HK.00694
1054,HK.13745,兖煤瑞银八八购A.C,2000,WARRANT,CALL,HK.01171
1055,HK.13746,吉利法巴七乙购A.C,5000,WARRANT,CALL,HK.00175
1056,HK.13748,神华瑞银七九购A.C,5000,WARRANT,CALL,HK.01088
1057,HK.13753,银河瑞银七六购A.C,10000,WARRANT,CALL,HK.00027
1058,HK.13755,神华法巴八一购A.C,5000,WARRANT,CALL,HK.01088
1059,HK.13759,恒指高盛七四购A.C,10000,WARRANT,CALL,HK.800000
1060,HK.13760,美高摩通七九购A.C,4000,WARRANT,CALL,HK.02282
1061,HK.13762,新保摩通七乙购A.C,1000,WARRANT,CALL,HK.01336
1062,HK.13766,国信摩通七乙购A.C,2000,WARRANT,CALL,HK.00728
1063,HK.13768,友邦摩通七四沽A.P,2000,WARRANT,PUT,HK.01299
1064,HK.13771,港交海通八五购A.C,10000,WARRANT,CALL,HK.00388
1065,HK.13772,腾讯麦银七五购B.C,1000,WARRANT,CALL,HK.00700
1066,HK.13773,恒指法兴七乙购A.C,10000,WARRANT,CALL,HK.800000
1067,HK.13774,紫金汇丰七七购A.C,2000,WARRANT,CALL,HK.02899
1068,HK.13775,金沙法巴九一购A.C,4000,WARRANT,CALL,HK.01928
1069,HK.13777,港交麦银七十购C.C,1000,WARRANT,CALL,HK.00388
1070,HK.13781,永利瑞银七十沽A.P,4000,WARRANT,PUT,HK.01128
1071,HK.13782,海油瑞银八五沽A.P,10000,WARRANT,PUT,HK.00883
1072,HK.13784,腾讯海通八七购A.C,10000,WARRANT,CALL,HK.00700
1073,HK.13789,紫金摩通七七购A.C,2000,WARRANT,CALL,HK.02899
1074,HK.13790,中油汇丰七四购A.C,2000,WARRANT,CALL,HK.00857
1075,HK.13792,建行海通七八购A.C,1000,WARRANT,CALL,HK.00939
1076,HK.13793,信行汇丰七十购A.C,1000,WARRANT,CALL,HK.00998
1077,HK.13794,恒大汇丰八四购A.C,10000,WARRANT,CALL,HK.03333
1078,HK.13795,夏三汇丰七八购A.C,2000,WARRANT,CALL,HK.03188
1079,HK.13796,腾讯海通七十沽D.P,10000,WARRANT,PUT,HK.00700
1080,HK.13797,融创麦银八十购A.C,10000,WARRANT,CALL,HK.01918
1081,HK.13799,新地汇丰七四购A.C,10000,WARRANT,CALL,HK.00016
1082,HK.13800,新地汇丰七八沽A.P,10000,WARRANT,PUT,HK.00016
1083,HK.13801,中交汇丰七十购A.C,10000,WARRANT,CALL,HK.01800
1084,HK.13802,中海法兴七五购A.C,20000,WARRANT,CALL,HK.00688
1085,HK.13803,国材麦银七七购A.C,2000,WARRANT,CALL,HK.03323
1086,HK.13804,工行麦银七六购B.C,1000,WARRANT,CALL,HK.01398
1087,HK.13806,蒙牛麦银八二购A.C,10000,WARRANT,CALL,HK.02319
1088,HK.13807,福耀麦银七八购A.C,4000,WARRANT,CALL,HK.03606
1089,HK.13809,银河摩通七五购A.C,10000,WARRANT,CALL,HK.00027
1090,HK.13811,海油摩通七五购A.C,1000,WARRANT,CALL,HK.00883
1091,HK.13812,航信麦银七九购A.C,10000,WARRANT,CALL,HK.00696
1092,HK.13813,腾讯麦银七五购C.C,1000,WARRANT,CALL,HK.00700
1093,HK.13814,保协法兴七八购A.C,1000,WARRANT,CALL,HK.03800
1094,HK.13815,吉利法兴七八购A.C,5000,WARRANT,CALL,HK.00175
1095,HK.13816,恒地法兴七八购A.C,10000,WARRANT,CALL,HK.00012
1096,HK.13817,富康麦银八一购A.C,1000,WARRANT,CALL,HK.02038
1097,HK.13818,江铜法兴七七购A.C,1000,WARRANT,CALL,HK.00358
1098,HK.13819,比迪麦银七乙沽A.P,5000,WARRANT,PUT,HK.01211
1099,HK.13820,吉利瑞信七甲购A.C,5000,WARRANT,CALL,HK.00175
1100,HK.13821,新地汇丰七四购B.C,10000,WARRANT,CALL,HK.00016
1101,HK.13822,中海汇丰七七购A.C,20000,WARRANT,CALL,HK.00688
